source,paper_id,title,abstract,authors,year,publication_date,doi,url,pdf_url,venue,journal,citation_count,reference_count,categories
openalex,https://openalex.org/W3023617420,"A Comprehensive Review of the COVID-19 Pandemic and the Role of IoT, Drones, AI, Blockchain, and 5G in Managing its Impact","The unprecedented outbreak of the 2019 novel coronavirus, termed as COVID-19 by the World Health Organization (WHO), has placed numerous governments around the world in a precarious position. The impact of the COVID-19 outbreak, earlier witnessed by the citizens of China alone, has now become a matter of grave concern for virtually every country in the world. The scarcity of resources to endure the COVID-19 outbreak combined with the fear of overburdened healthcare systems has forced a majority of these countries into a state of partial or complete lockdown. The number of laboratory-confirmed coronavirus cases has been increasing at an alarming rate throughout the world, with reportedly more than 3 million confirmed cases as of 30 April 2020. Adding to these woes, numerous false reports, misinformation, and unsolicited fears in regards to coronavirus, are being circulated regularly since the outbreak of the COVID-19. In response to such acts, we draw on various reliable sources to present a detailed review of all the major aspects associated with the COVID-19 pandemic. In addition to the direct health implications associated with the outbreak of COVID-19, this study highlights its impact on the global economy. In drawing things to a close, we explore the use of technologies such as the Internet of Things (IoT), Unmanned Aerial Vehicles (UAVs), blockchain, Artificial Intelligence (AI), and 5G, among others, to help mitigate the impact of COVID-19 outbreak.","['Vinay Chamola', 'Vikas Hassija', 'Vatsal Gupta', 'Mohsen Guizani']",2020.0,2020-01-01,https://doi.org/10.1109/access.2020.2992341,https://openalex.org/W3023617420,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09086010.pdf,IEEE Access,IEEE Access,1125.0,58.0,"['Pandemic', 'Outbreak', 'Coronavirus disease 2019 (COVID-19)', 'Coronavirus', 'Misinformation', 'Business', 'Computer security', 'Computer science', 'Virology', 'Medicine', 'Disease', 'Infectious disease (medical specialty)', 'Pathology']"
openalex,https://openalex.org/W1992598511,Women's Work and Economic Development,"Using a cross-country dataset and microdata from India and Thailand, we examine how women's work status changes with economic development. Several clear patterns emerge: women's labor force participation first declines and then rises with development; women move from work in family enterprises to work as paid employees; fertility declines; and gender gaps in education narrow. Women's education levels, and those of their spouses, appear to be important determinants of women's labor market activities. Broad welfare indicators, such as mortality rates and education levels, indicate that women's well-being improves on average with development, both in absolute terms and relative to men.","['Kristin Mammen', 'Christina Paxson']",2000.0,2000-11-01,https://doi.org/10.1257/jep.14.4.141,https://openalex.org/W1992598511,https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.14.4.141,The Journal of Economic Perspectives,The Journal of Economic Perspectives,690.0,45.0,"['Microdata (statistics)', 'Fertility', 'Welfare', 'Work (physics)', ""Women's work"", 'Economics', 'Demographic economics', 'Total fertility rate', 'Economic growth', 'Labour economics', 'Sociology', 'Census', 'Demography', 'Family planning', 'Population', 'Research methodology', 'Market economy', 'Mechanical engineering', 'Engineering']"
openalex,https://openalex.org/W4387500346,The future landscape of large language models in medicine,"Large language models (LLMs) are artificial intelligence (AI) tools specifically trained to process and generate text. LLMs attracted substantial public attention after OpenAI's ChatGPT was made publicly available in November 2022. LLMs can often answer questions, summarize, paraphrase and translate text on a level that is nearly indistinguishable from human capabilities. The possibility to actively interact with models like ChatGPT makes LLMs attractive tools in various fields, including medicine. While these models have the potential to democratize medical knowledge and facilitate access to healthcare, they could equally distribute misinformation and exacerbate scientific misconduct due to a lack of accountability and transparency. In this article, we provide a systematic and comprehensive overview of the potentials and limitations of LLMs in clinical practice, medical research and medical education.","['Jan Clusmann', 'Fiona R. Kolbinger', 'Hannah Sophie Muti', 'Zunamys I. Carrero', 'Jan‐Niklas Eckardt', 'Narmin Ghaffari Laleh', 'Chiara Maria Lavinia Löffler', 'Sophie-Caroline Schwarzkopf', 'Michaela Unger', 'Gregory Patrick Veldhuizen', 'Sophia J. Wagner', 'Jakob Nikolas Kather']",2023.0,2023-10-10,https://doi.org/10.1038/s43856-023-00370-1,https://openalex.org/W4387500346,https://www.nature.com/articles/s43856-023-00370-1.pdf,Communications Medicine,Communications Medicine,980.0,63.0,"['Transparency (behavior)', 'Misinformation', 'Accountability', 'Misconduct', 'Political science', 'Computer science', 'Computer security', 'Law']"
core,2533488,Real-time Tactical and Strategic Sales Management for Intelligent Agents Guided By Economic Regimes,"Many enterprises that participate in dynamic markets need to make product pricing and inventory resource utilization decisions in real-time. We describe a family of statistical models that address these needs by combining characterization of the economic environment with the ability to predict future economic conditions to make tactical (short-term) decisions, such as product pricing, and strategic (long-term) decisions, such as level of finished goods inventories. Our models characterize economic conditions, called economic regimes, in the form of recurrent statistical patterns that have clear qualitative interpretations. We show how these models can be used to predict prices, price trends, and the probability of receiving a customer order at a given price. These â€œregimeâ€ models are developed using statistical analysis of historical data, and are used in real-time to characterize observed market conditions and predict the evolution of market conditions over multiple time scales. We evaluate our models using a testbed derived from the Trading Agent Competition for Supply Chain Management (TAC SCM), a supply chain environment characterized by competitive procurement and sales markets, and dynamic pricing. We show how regime models can be used to inform both short-term pricing decisions and longterm resource allocation decisions. Results show that our method outperforms more traditional shortand long-term predictive modeling approaches.dynamic pricing;trading agent competition;agent-mediated electronic commerce;dynamic markets;economic regimes;enabling technologies;price forecasting;supply-chain","['Gini, M.', 'Ketter, W.', 'Collins, J.', 'Gupta, A.', 'Schrater, P.']",,,,https://core.ac.uk/download/6358035.pdf,https://core.ac.uk/download/6358035.pdf,,,0.0,,preprint
core,2486276,Enhancing the Supply Chain Performance by Integrating Simulated and Physical Agents into Organizational Information Systems,"As the business environment gets more complicated, organizations must be able to respond to the business changes and adjust themselves quickly to gain their competitive advantages. This study proposes an integrated agent system, called SPA, which coordinates simulated and physical agents to provide an efficient way for organizations to meet the challenges in managing supply chains. In the integrated framework, physical agents coordinate with inter-organizations\' physical agents to form workable business processes and detect the variations occurring in the outside world, whereas simulated agents model and analyze the what-if scenarios to support physical agents in making decisions. This study uses a supply chain that produces digital still cameras as an example to demonstrate how the SPA works. In this example, individual information systems of the involved companies equip with the SPA and the entire supply chain is modeled as a hierarchical object oriented Petri nets. The SPA here applies the modified AGNES data clustering technique and the moving average approach to help each firm generalize customers\' past demand patterns and forecast their future demands. The amplitude of forecasting errors caused by bullwhip effects is used as a metric to evaluate the degree that the SPA affects the supply chain performance. The experimental results show that the SPA benefits the entire supply chain by reducing the bullwhip effects and forecasting errors in a dynamic environment.Supply Chain Performance Enhancement; Bullwhip Effects; Simulated Agents; Physical Agents; Dynamic Customer Demand Pattern Discovery","['Fu-ren Lin', 'Shyh-ming Lin']",,,,https://core.ac.uk/download/6280722.pdf,https://core.ac.uk/download/6280722.pdf,,,0.0,,article
core,449206,The dynamic selection of coordination mechanisms,"This paper presents and evaluates a decision making framework that enables autonomous agents to dynamically select the mechanism they employ in order to coordinate their inter-related activities. Adopting this framework means coordination mechanisms move from the realm of something that is imposed upon the system at design time, to something that the agents select at run-time in order to fit their prevailing circumstances and their current coordination needs. Using this framework, agents make informed choices about when and how to coordinate and when to respond to requests for coordination. The framework is empirically evaluated, in a grid world scenario, and we highlight those types of environments in which it is effective","['Jennings, N. R.', 'Excelente-Toledo, CB', 'Excelente-Toledo, C.B.', 'Jennings, NR']",2004.0,2004-01-01T00:00:00+00:00,10.1023/b:agnt.0000019689.48746.3e,https://core.ac.uk/download/1503334.pdf,https://core.ac.uk/download/1503334.pdf,,,0.0,,[]
core,309783529,"Responsibl AI and autonomous agents : governance, ethics, and sustainable innovation","As AI systems become increasingly autonomous and embedded in socio-technical environments, balancing innovation with social responsibility grows increasingly urgent. Multi-agent systems and autonomous agents offer valuable insights into decision-making, coordination, and adaptability, yet their deployment raises critical ethical and governance challenges. How can we ensure that AI aligns with human values, operates transparently, and remains accountable within complex social and economic ecosystems? This talk explores the intersection of AI ethics, governance, and agent-based perspectives, drawing on my work in AI policy and governance, as well as prior research on agents, agent organizations, formal models, and decision-making frameworks [6,7]. Recent advancements are reshaping AI not just as a technology but as a socio-technical process that functions in dynamic, multistakeholder environments. As such, addressing accountability, normative reasoning, and value alignment requires a multidisciplinary approach [2]. A central focus of this talk is the role of governance structures, regulatory mechanisms, and institutional oversight in ensuring AI remains both trustworthy and adaptable. Drawing on recent AI policy research [1], I will examine strategies for embedding ethical constraints in AI design, the role of explainability in agent decision-making, and how multi-agent coordination informs regulatory compliance. Rather than viewing regulation as a barrier, will show that responsible governance is an enabler of sustainable innovation, driving public trust, business differentiation, and long-term technological progress [4]. By integrating insights from agent-based modeling, AI policy frameworks, and governance strategies, this talk underscores the importance of designing AI systems that are both socially responsible and technically robust [5,3]. Ultimately, ensuring AI serves the common good requires a multidisciplinary approach-one that combines formal models, ethical considerations, and adaptive policy mechanisms to create AI systems that are accountable, fair, and aligned with human values","['Dignum, Virginia']",2025.0,2025-01-01T00:00:00+00:00,,https://core.ac.uk/download/688560644.pdf,https://core.ac.uk/download/688560644.pdf,,,0.0,,Conference paper
core,4234069,Agent-Based Computational Economics,"Agent-based computational economics (ACE) is the computational study of economies modeled as evolving systems of autonomous interacting agents. Starting from initial conditions, specified by the modeler, the computational economy evolves over time as its constituent agents repeatedly interact with each other and learn from these interactions. ACE is therefore a bottom-up culture-dish approach to the study of economic systems. This study discusses the key characteristics and goals of the ACE methodology. Eight currently active research areas are highlighted for concrete illustration. Potential advantages and disadvantages of the ACE methodology are considered, along with open questions and possible directions for future research.Agent-based computational economics; Autonomous agents; Interaction networks; Learning; Evolution; Mechanism design; Computational economics; Object-oriented programming.",['Leigh Tesfatsion'],,,,https://core.ac.uk/download/9314980.pdf,https://core.ac.uk/download/9314980.pdf,,,0.0,,preprint
core,145899551,A New Constructivist AI: From Manual Methods to Self-Constructive Systems,"The development of artificial intelligence (AI) systems has to date been largely one of manual labor. This constructionist approach to AI has resulted in systems with limited-domain application and severe performance brittleness. No AI architecture to date incorporates, in a single system, the many features that make natural intelligence general-purpose, including system-wide attention, analogy-making, system-wide learning, and various other complex transversal functions. Going beyond current AI systems will require significantly more complex system architecture than attempted to date. The heavy reliance on direct human specification and intervention in constructionist AI brings severe theoretical and practical limitations to any system built that way.
One way to address the challenge of artificial general intelligence (AGI) is replacing a top-down architectural design approach with methods that allow the system to manage its own growth. This calls for a fundamental shift from hand-crafting to self-organizing architectures and self-generated code – what we call a constructivist AI approach, in reference to the self-constructive principles on which it must be based. Methodologies employed for constructivist AI will be very different from today’s software development methods; instead of relying on direct design of mental functions and their implementation in a cog- nitive architecture, they must address the principles – the “seeds” – from which a cognitive architecture can automatically grow. In this paper I describe the argument in detail and examine some of the implications of this impending paradigm shift","['Kristinn R. Thórisson', 'Thórisson, Kristinn R.']",2012.0,2012-04-27T01:00:00+01:00,10.2991/978-94-91216-62-6_9,https://core.ac.uk/download/30436778.pdf,https://core.ac.uk/download/30436778.pdf,,,0.0,,info:eu-repo/semantics/bookPart
core,454234,Designing bidding strategies in sequential auctions for risk averse agents,"Designing efficient bidding strategies for sequential auctions represents an important, open problem area in agent-mediated electronic markets. In existing literature, a variety of bidding strategies have been proposed and have been shown to perform with varying degrees of efficiency. However, most of strategies proposed so far do not explicitly model bidders attitudes towards risk which, in mainstream economic literature, is considered an essential attribute in modeling agent preferences and decision making under uncertainty. This paper studies the effect that risk profiles (modeled through the standard Arrow-Pratt risk aversion measure), have on the bidders strategies in sequential auctions. First, the sequential decision process involved in bidding is modeled as a Markov Decision Process. Then, the effect that a bidders risk aversion has on her decision theoretic optimal bidding policy is analyzed, for a category of expectations of future price distributions. This analysis is performed separately for the case of first price and second-price sequential auctions. Next, the bidding strategies developed above are simulated, in order to study the effect that an agents risk aversion has on the chances of winning a set of complementary-valued items. The paper concludes with an experimental study of how the presence of risk-averse bidders affects both bidder profits and auctioneer revenue, for different market scenarios of increasing complexity","['Poutré, J.A. (Han) La', 'Robu, V. (Valentin)', 'Poutré, Han', 'La Poutre, Han', 'Robu, Valentin']",2010.0,2010-01-01T00:00:00+00:00,10.3233/mgs-2010-0160,https://core.ac.uk/download/1510178.pdf,https://core.ac.uk/download/1510178.pdf,,,0.0,,article
core,449007,A fuzzy logic based bidding strategy for autonomous agents in continuous double auctions,"Increasingly, many systems are being conceptualized, designed, and implemented as marketplaces in which autonomous software entities (agents) trade services. These services can be commodities in e-commerce applications or data and knowledge services in information economies. In many of these cases, there are both multiple agents that are looking to procure services and multiple agents that are looking to sell services at any one time. Such marketplaces are termed continuous double auctions (CDAs). Against this background, this paper develops new algorithms that buyer and seller agents can use to participate in CDAs. These algorithms employ heuristic fuzzy rules and fuzzy reasoning mechanisms in order to determine the best bid to make given the state of the marketplace. Moreover, we show how an agent can dynamically adjust its bidding behavior to respond effectively to changes in the supply and demand in the marketplace. We then show, by empirical evaluations, how our agents outperform four of the most prominent algorithms previously developed for CDAs (several of which have been shown to outperform human bidders in experimental studies)","['He, M.', 'Jennings, N. R.', 'He, M', 'Leung, H.', 'Jennings, NR', 'Leung, H']",2003.0,2003-01-01T00:00:00+00:00,,https://core.ac.uk/download/1503147.pdf,https://core.ac.uk/download/1503147.pdf,,,0.0,,Journal Article
core,29544914,Distribution of goals addressed to a group of agents,"The problem investigated in this paper is the distribution of goals addressed to a group of rational agents. Those agents are characterized by their ability (i.e. what they can do), their knowledge about the world and their commitments. The goals of the group are represented by conditional preferences. In order to deduce the actual goals of the group, we determine its ability using each agent’s ability and we suppose that the agents share a common knowledge about the world. The individual goals of an agent are deduced using its ability, the knowledge it has about the world, its own commitments and the commitments of the other agents of the group","['Laurence Cholvy', 'Garion, Christophe', 'Cholvy, Laurence', 'Christophe Garion']",2003.0,2003-01-01T00:00:00+00:00,10.1145/860575.860698,https://core.ac.uk/download/12040141.pdf,https://core.ac.uk/download/12040141.pdf,,,0.0,,Conference or Workshop Item
core,4374418,A voting-based agent system to support personalised e-learning in a course selection scenario,"Agent technologies are a promising approach to solving a number of problems concerned with personalised learning due to the inherent autonomy and independence they provide for learners. The objective of this thesis is to find out whether a multiagent system could potentially replace a centralised infrastructure, and to explore the impact of agents taking different strategies. More specifically, our aim is to show how intelligent agent systems can not only form a good framework for distributed e-learning systems, but also how they can be applied in contexts where learners are autonomous and independent. The study also aims to investigate fairness issues and propose a simple framework of fairness definitions derived from the relevant literature.To this end, a university course selection scenario has been chosen, where the university has many courses available, but has only sufficient resources to run the most preferred ones. Instead of a centralised system, we consider a decentralised approach where individuals can make a collective decision about which courses should run by using a multi-agent system based on voting. This voting process consists of multiple rounds, allowing a student agent to accurately represent the student’s preferences, and learn from previous rounds. The effectiveness of this research is demonstrated in three experiments. The first experiment explores whether voting procedures and multiagent technology could potentially replace a centralised infrastructure. It also explores the impact of agents using different strategies on overall student satisfaction. The second experiment demonstrates the potential for using multiagent systems and voting in settings where students have more complex preferences. The last experiment investigates how intelligent agent-based e-learning systems can ensure fairness between individuals using different strategies.This work shows that agent technology could provide levels of decentralisation and personalisation that could be extended to various types of personal and informal learning. It also highlights the importance of the issue of fairness in intelligent and personalised e-learning systems. In this context, it may be said that there is only one potential view of fairness that is practical for these systems, which is the social welfare view that looks to the overall outcome","['Aseere, Ali']",2012.0,,,https://core.ac.uk/download/9643443.pdf,https://core.ac.uk/download/9643443.pdf,,,0.0,,LB2300
arxiv,2402.09563v2,ABIDES-Economist: Agent-Based Simulator of Economic Systems with Learning Agents,"We present ABIDES-Economist, an agent-based simulator for economic systems that includes heterogeneous households, firms, a central bank, and a government. Agent behavior can be defined using domain-specific behavioral rules or learned through reinforcement learning by specifying their objectives. We integrate reinforcement learning capabilities for all agents using the OpenAI Gym environment framework for the multi-agent system. To enhance the realism of our model, we base agent parameters and action spaces on economic literature and real U.S. economic data. To tackle the challenges of calibrating heterogeneous agent-based economic models, we conduct a comprehensive survey of stylized facts related to both microeconomic and macroeconomic time series data. We then validate ABIDES-Economist by demonstrating its ability to generate simulated data that aligns with the relevant stylized facts for the economic scenario under consideration, following the learning of all agent behaviors via reinforcement learning. Specifically, we train our economic agents' policies under two broad configurations. The first configuration demonstrates that the learned economic agents produce system data consistent with macroeconomic and microeconomic stylized facts. The second configuration illustrates the utility of the validated simulation platform in designing regulatory policies for the central bank and government. These policies outperform standard rule-based approaches from the literature, which often overlook agent heterogeneity, shocks, and agent adaptability.","['Kshama Dwarakanath', 'Tucker Balch', 'Svitlana Vyetrenko']",2024.0,2024-02-14T20:26:52+00:00,,http://arxiv.org/abs/2402.09563v2,https://arxiv.org/pdf/2402.09563v2,,,,,"['cs.MA', 'econ.GN']"
arxiv,1311.5108v1,A Methodology to Engineer and Validate Dynamic Multi-level Multi-agent Based Simulations,"This article proposes a methodology to model and simulate complex systems, based on IRM4MLS, a generic agent-based meta-model able to deal with multi-level systems. This methodology permits the engineering of dynamic multi-level agent-based models, to represent complex systems over several scales and domains of interest. Its goal is to simulate a phenomenon using dynamically the lightest representation to save computer resources without loss of information. This methodology is based on two mechanisms: (1) the activation or deactivation of agents representing different domain parts of the same phenomenon and (2) the aggregation or disaggregation of agents representing the same phenomenon at different scales.","['Jean-Baptiste Soyez', 'Gildas Morvan', 'Daniel Dupont', 'Rochdi Merzouki']",2013.0,2013-11-20T15:44:26+00:00,10.1007/978-3-642-38859-0_10,http://arxiv.org/abs/1311.5108v1,https://arxiv.org/pdf/1311.5108v1,,"Multi-Agent-Based Simulation XIII LNCS 7838 p 130-142, 2013",,,['cs.MA']
arxiv,2604.03350v1,From Model-Based Screening to Data-Driven Surrogates: A Multi-Stage Workflow for Exploring Stochastic Agent-Based Models,"Systematic exploration of Agent-Based Models (ABMs) is challenged by the curse of dimensionality and their inherent stochasticity. We present a multi-stage pipeline integrating the systematic design of experiments with machine learning surrogates. Using a predator-prey case study, our methodology proceeds in two steps. First, an automated model-based screening identifies dominant variables, assesses outcome variability, and segments the parameter space. Second, we train Machine Learning models to map the remaining nonlinear interaction effects. This approach automates the discovery of unstable regions where system outcomes are highly dependent on nonlinear interactions between many variables. Thus, this work provides modelers with a rigorous, hands-off framework for sensitivity analysis and policy testing, even when dealing with high-dimensional stochastic simulators.","['Paul Saves', 'Matthieu Mastio', 'Nicolas Verstaevel', 'Benoit Gaudou']",2026.0,2026-04-03T15:32:49+00:00,,http://arxiv.org/abs/2604.03350v1,https://arxiv.org/pdf/2604.03350v1,,"Multi-Agent-Based Simulation (MABS) XXVII. LCNS Springer, 2026",,,"['cs.LG', 'cs.AI']"
arxiv,2603.28944v2,Faith in AI can narrow the futures individuals consider,"Artificial intelligence (AI) predictions are increasingly used to inform human decisions. Here, using a behavioral implementation of the classic Newcomb's paradox in 1,305 participants, we show that AI predictions can also shape the reasoning people use to make a decision. In this paradigm, perceived predictive authority can alter how people reason about their future actions, leading them to forgo a guaranteed reward. Over 40% of participants treated AI as such a predictive authority about their own behavior, significantly increasing the odds of forgoing the guaranteed reward by a factor of 3.39 (95% CI: 2.45-4.70) and reducing earnings by 10.7-42.9%. The effect appeared across AI presentations and decision contexts and remained detectable even when predictions repeatedly failed. When people perceive AI as capable of predicting their personal behavior, the mere presence of AI predictions may shape their decision-making, narrowing the futures they consider.","['Aoi Naito', 'Hirokazu Shirado']",2026.0,2026-03-30T19:36:10+00:00,,http://arxiv.org/abs/2603.28944v2,https://arxiv.org/pdf/2603.28944v2,,,,,['cs.HC']
arxiv,2502.19086v5,Forecasting intermittent time series with Gaussian Processes and Tweedie likelihood,"We adopt Gaussian Processes (GPs) as latent functions for probabilistic forecasting of intermittent time series. The model is trained in a Bayesian framework that accounts for the uncertainty about the latent function. We couple the latent GP variable with two types of forecast distributions: the negative binomial (NegBinGP) and the Tweedie distribution (TweedieGP). While the negative binomial has already been used in forecasting intermittent time series, this is the first time in which a fully parameterized Tweedie density is used for intermittent time series. We properly evaluate the Tweedie density, which has both a point mass at zero and heavy tails, avoiding simplifying assumptions made in existing models. We test our models on thousands of intermittent count time series. Results show that our models provide consistently better probabilistic forecasts than the competitors. In particular, TweedieGP obtains the best estimates of the highest quantiles, thus showing that it is more flexible than NegBinGP.","['Stefano Damato', 'Dario Azzimonti', 'Giorgio Corani']",2025.0,2025-02-26T12:31:56+00:00,10.1016/j.ijforecast.2025.10.001,http://arxiv.org/abs/2502.19086v5,https://arxiv.org/pdf/2502.19086v5,,International Journal of Forecasting (2025),,,"['stat.ML', 'cs.LG', 'stat.AP']"
arxiv,1809.03561v1,Quantile Regression for Qualifying Match of GEFCom2017 Probabilistic Load Forecasting,"We present a simple quantile regression-based forecasting method that was applied in a probabilistic load forecasting framework of the Global Energy Forecasting Competition 2017 (GEFCom2017). The hourly load data is log transformed and split into a long-term trend component and a remainder term. The key forecasting element is the quantile regression approach for the remainder term that takes into account weekly and annual seasonalities such as their interactions. Temperature information is only used to stabilize the forecast of the long-term trend component. Public holidays information is ignored. Still, the forecasting method placed second in the open data track and fourth in the definite data track with our forecasting method, which is remarkable given simplicity of the model. The method also outperforms the Vanilla benchmark consistently.",['Florian Ziel'],2018.0,2018-09-10T19:31:15+00:00,10.1016/j.ijforecast.2018.07.004,http://arxiv.org/abs/1809.03561v1,https://arxiv.org/pdf/1809.03561v1,,"International Journal of Forecasting, 35.4 (2019) 1400-1408",,,"['stat.AP', 'stat.CO', 'stat.ME', 'stat.ML', 'stat.OT']"
arxiv,1603.01376v1,Lasso estimation for GEFCom2014 probabilistic electric load forecasting,"We present a methodology for probabilistic load forecasting that is based on lasso (least absolute shrinkage and selection operator) estimation. The model considered can be regarded as a bivariate time-varying threshold autoregressive(AR) process for the hourly electric load and temperature. The joint modeling approach incorporates the temperature effects directly, and reflects daily, weekly, and annual seasonal patterns and public holiday effects. We provide two empirical studies, one based on the probabilistic load forecasting track of the Global Energy Forecasting Competition 2014 (GEFCom2014-L), and the other based on another recent probabilistic load forecasting competition that follows a setup similar to that of GEFCom2014-L. In both empirical case studies, the proposed methodology outperforms two multiple linear regression based benchmarks from among the top eight entries to GEFCom2014-L.","['Florian Ziel', 'Bidong Liu']",2016.0,2016-03-04T08:39:22+00:00,10.1016/j.ijforecast.2016.01.001,http://arxiv.org/abs/1603.01376v1,https://arxiv.org/pdf/1603.01376v1,,"International Journal of Forecasting, 32.3 (2016) 1029-1037",,,"['stat.AP', 'stat.ML']"
arxiv,2501.02842v1,Foundations of GenIR,"The chapter discusses the foundational impact of modern generative AI models on information access (IA) systems. In contrast to traditional AI, the large-scale training and superior data modeling of generative AI models enable them to produce high-quality, human-like responses, which brings brand new opportunities for the development of IA paradigms. In this chapter, we identify and introduce two of them in details, i.e., information generation and information synthesis. Information generation allows AI to create tailored content addressing user needs directly, enhancing user experience with immediate, relevant outputs. Information synthesis leverages the ability of generative AI to integrate and reorganize existing information, providing grounded responses and mitigating issues like model hallucination, which is particularly valuable in scenarios requiring precision and external knowledge. This chapter delves into the foundational aspects of generative models, including architecture, scaling, and training, and discusses their applications in multi-modal scenarios. Additionally, it examines the retrieval-augmented generation paradigm and other methods for corpus modeling and understanding, demonstrating how generative AI can enhance information access systems. It also summarizes potential challenges and fruitful directions for future studies.","['Qingyao Ai', 'Jingtao Zhan', 'Yiqun Liu']",2025.0,2025-01-06T08:38:29+00:00,,http://arxiv.org/abs/2501.02842v1,https://arxiv.org/pdf/2501.02842v1,,,,,"['cs.IR', 'cs.LG']"
arxiv,2110.13179v8,Probabilistic Hierarchical Forecasting with Deep Poisson Mixtures,"Hierarchical forecasting problems arise when time series have a natural group structure, and predictions at multiple levels of aggregation and disaggregation across the groups are needed. In such problems, it is often desired to satisfy the aggregation constraints in a given hierarchy, referred to as hierarchical coherence in the literature. Maintaining coherence while producing accurate forecasts can be a challenging problem, especially in the case of probabilistic forecasting. We present a novel method capable of accurate and coherent probabilistic forecasts for time series when reliable hierarchical information is present. We call it Deep Poisson Mixture Network (DPMN). It relies on the combination of neural networks and a statistical model for the joint distribution of the hierarchical multivariate time series structure. By construction, the model guarantees hierarchical coherence and provides simple rules for aggregation and disaggregation of the predictive distributions. We perform an extensive empirical evaluation comparing the DPMN to other state-of-the-art methods which produce hierarchically coherent probabilistic forecasts on multiple public datasets. Comparing to existing coherent probabilistic models, we obtain a relative improvement in the overall Continuous Ranked Probability Score (CRPS) of 11.8% on Australian domestic tourism data, and 8.1% on the Favorita grocery sales dataset, where time series are grouped with geographical hierarchies or travel intent hierarchies. For San Francisco Bay Area highway traffic, where the series' hierarchical structure is randomly assigned, and their correlations are less informative, our method does not show significant performance differences over statistical baselines.","['Kin G. Olivares', 'O. Nganba Meetei', 'Ruijun Ma', 'Rohan Reddy', 'Mengfei Cao', 'Lee Dicker']",2021.0,2021-10-25T18:02:03+00:00,,http://arxiv.org/abs/2110.13179v8,https://arxiv.org/pdf/2110.13179v8,,"International Journal of Forecasting 2023, Hierarchical Forecasting Special Issue",,,"['cs.LG', 'cs.AI']"
arxiv,2601.16513v1,Competing Visions of Ethical AI: A Case Study of OpenAI,"Introduction. AI Ethics is framed distinctly across actors and stakeholder groups. We report results from a case study of OpenAI analysing ethical AI discourse. Method. Research addressed: How has OpenAI's public discourse leveraged 'ethics', 'safety', 'alignment' and adjacent related concepts over time, and what does discourse signal about framing in practice? A structured corpus, differentiating between communication for a general audience and communication with an academic audience, was assembled from public documentation. Analysis. Qualitative content analysis of ethical themes combined inductively derived and deductively applied codes. Quantitative analysis leveraged computational content analysis methods via NLP to model topics and quantify changes in rhetoric over time. Visualizations report aggregate results. For reproducible results, we have released our code at https://github.com/famous-blue-raincoat/AI_Ethics_Discourse. Results. Results indicate that safety and risk discourse dominate OpenAI's public communication and documentation, without applying academic and advocacy ethics frameworks or vocabularies. Conclusions. Implications for governance are presented, along with discussion of ethics-washing practices in industry.","['Melissa Wilfley', 'Mengting Ai', 'Madelyn Rose Sanfilippo']",2026.0,2026-01-23T07:26:45+00:00,10.47989/ir31iConf64115,http://arxiv.org/abs/2601.16513v1,https://arxiv.org/pdf/2601.16513v1,,,,,['cs.CY']
arxiv,2601.00360v3,Mapping Human Anti-collusion Mechanisms to Multi-agent AI Systems,"As multi-agent AI systems become increasingly autonomous, evidence shows they can develop collusive strategies similar to those long observed in human markets and institutions. While human domains have accumulated centuries of anti-collusion mechanisms, it remains unclear how these can be adapted to AI settings. This paper addresses that gap by (i) developing a taxonomy of human anti-collusion mechanisms, including sanctions, leniency & whistleblowing, monitoring & auditing, market design, and governance and (ii) mapping them to potential interventions for multi-agent AI systems. For each mechanism, we propose implementation approaches. We also highlight open challenges, such as the attribution problem (difficulty attributing emergent coordination to specific agents), identity fluidity (agents being easily forked or modified), the boundary problem (distinguishing beneficial cooperation from harmful collusion), and adversarial adaptation (agents learning to evade detection).","['Jamiu Idowu', 'Ahmed Almasoud', 'Ayman Alfahid']",2026.0,2026-01-01T14:30:37+00:00,10.1016/j.knosys.2026.116067,http://arxiv.org/abs/2601.00360v3,https://arxiv.org/pdf/2601.00360v3,,"Idowu, J., Almasoud, A. S., & Alfahid, A. (2026). Mapping human anti-collusion mechanisms to multi-agent AI systems. Knowledge-Based Systems, 344(116067), 116067. https://doi.org/10.1016/j.knosys.2026.116067",,,"['cs.MA', 'cs.AI', 'cs.CY']"
arxiv,1901.03951v1,"Inequality, mobility and the financial accumulation process: A computational economic analysis","Our computational economic analysis investigates the relationship between inequality, mobility and the financial accumulation process. Extending the baseline model by Levy et al., we characterise the economic process through stylised return structures generating alternative evolutions of income and wealth through time. First, we explore the limited heuristic contribution of one and two factors models comprising one single stock (capital wealth) and one single flow factor (labour) as pure drivers of income and wealth generation and allocation over time. Second, we introduce heuristic modes of taxation in line with the baseline approach. Our computational economic analysis corroborates that the financial accumulation process featuring compound returns plays a significant role as source of inequality, while institutional arrangements including taxation play a significant role in framing and shaping the aggregate economic process that evolves over socioeconomic space and time.","['Simone Righi', 'Yuri Biondi']",2019.0,2019-01-13T09:14:52+00:00,10.1007/s11403-019-00236-7,http://arxiv.org/abs/1901.03951v1,https://arxiv.org/pdf/1901.03951v1,,"Journal of Economic Interaction and Coordination (2020), online",,,"['econ.GN', 'econ.TH', 'physics.soc-ph']"
